Id,SalePrice
1691,188500
1692,193000
1693,180000
1694,185000
1695,180000
1696,336000
1697,180000
1698,325000
1699,213250
1700,200000
1701,250000
1702,255500
1703,287090
1704,297000
1705,265900
1706,611657
1707,250580
1708,250580
1709,244600
1710,179600
1711,239900
1712,230000
1713,220000
1714,214000
1715,183000
1716,155000
1717,142500
1718,141000
1719,196500
1720,232000
1721,159000
1722,147000
1723,155000
1724,245350
1725,236000
1726,185000
1727,153900
1728,212000
1729,178000
1730,112000
1731,124000
1732,129900
1733,110000
1734,124000
1735,125500
1736,115000
1737,394617
1738,194500
1739,130000
1740,200000
1741,197000
1742,168500
1743,183900
1744,302000
1745,110000
1746,190000
1747,190000
1748,226000
1749,152000
1750,140000
1751,201800
1752,100000
1753,167000
1754,205000
1755,167900
1756,129500
1757,100000
1758,153000
1759,129000
1760,130000
1761,167500
1762,129500
1763,158000
1764,115000
1765,167000
1766,157500
1767,257500
1768,135000
1769,157000
1770,143000
1771,139000
1772,145000
1773,139000
1774,135000
1775,128000
1776,123000
1777,110000
1778,109000
1779,110000
1780,175000
1781,125000
1782,109500
1783,139000
1784,94000
1785,108480
1786,169000
1787,163000
1788,60000
1789,105500
1790,100000
1791,200000
1792,145250
1793,155000
1794,163500
1795,136000
1796,140000
1797,145000
1798,139000
1799,110000
1800,123000
1801,107000
1802,114500
1803,140000
1804,140000
1805,124500
1806,115000
1807,137000
1808,112000
1809,140000
1810,119900
1811,82000
1812,85000
1813,110000
1814,109500
1815,60000
1816,115000
1817,140000
1818,145000
1819,121000
1820,55000
1821,115000
1822,159500
1823,67000
1824,91000
1825,161000
1826,105000
1827,115000
1828,115000
1829,100000
1830,129900
1831,135000
1832,107500
1833,103600
1834,135000
1835,135900
1836,125000
1837,98000
1838,135000
1839,118000
1840,179000
1841,179000
1842,98000
1843,132000
1844,145000
1845,140000
1846,155000
1847,131500
1848,39300
1849,112000
1850,128900
1851,174500
1852,141000
1853,127000
1854,152000
1855,144000
1856,194500
1857,168000
1858,142953
1859,118858
1860,153337
1861,118858
1862,336000
1863,260000
1864,260000
1865,394432
1866,297000
1867,244600
1868,271000
1869,194500
1870,194000
1871,232000
1872,155835
1873,231500
1874,145000
1875,214000
1876,231500
1877,227000
1878,191000
1879,133500
1880,134900
1881,230000
1882,200000
1883,183000
1884,230000
1885,187500
1886,236500
1887,180000
1888,293077
1889,156932
1890,129000
1891,148000
1892,115000
1893,125000
1894,141000
1895,139000
1896,128000
1897,128000
1898,78000
1899,100000
1900,78000
1901,140000
1902,145000
1903,122500
1904,139000
1905,217000
1906,139000
1907,170000
1908,124000
1909,124000
1910,124000
1911,190000
1912,271900
1913,167500
1914,68500
1915,392500
1916,60000
1917,237000
1918,144000
1919,165000
1920,175000
1921,555000
1922,372402
1923,178000
1924,190000
1925,250000
1926,440000
1927,94750
1928,175000
1929,133900
1930,145000
1931,125000
1932,83500
1933,144000
1934,181000
1935,165600
1936,231500
1937,178000
1938,181000
1939,179200
1940,180000
1941,181000
1942,187000
1943,180000
1944,309000
1945,315000
1946,110000
1947,277500
1948,185750
1949,180000
1950,145000
1951,180000
1952,241500
1953,180000
1954,178000
1955,154000
1956,168000
1957,152000
1958,290000
1959,136000
1960,135750
1961,112500
1962,83000
1963,85400
1964,119500
1965,148500
1966,140000
1967,295493
1968,611657
1969,315000
1970,426000
1971,340000
1972,284000
1973,248000
1974,290000
1975,611657
1976,272000
1977,315000
1978,556581
1979,394617
1980,202500
1981,315500
1982,254000
1983,202500
1984,175500
1985,246578
1986,174000
1987,159895
1988,180000
1989,183500
1990,219500
1991,254000
1992,225000
1993,178000
1994,230000
1995,185000
1996,250000
1997,285000
1998,350000
1999,255900
2000,290000
2001,290000
2002,232000
2003,174000
2004,339750
2005,176432
2006,250580
2007,240000
2008,176000
2009,187000
2010,180000
2011,141000
2012,186000
2013,185900
2014,201000
2015,168500
2016,207500
2017,187000
2018,124000
2019,129900
2020,125000
2021,110000
2022,180000
2023,172500
2024,240000
2025,285000
2026,196000
2027,151000
2028,146000
2029,155000
2030,328900
2031,220000
2032,286000
2033,328900
2034,155000
2035,225000
2036,172500
2037,172500
2038,212000
2039,270000
2040,190000
2041,190000
2042,189000
2043,163500
2044,167000
2045,140000
2046,143000
2047,125000
2048,129000
2049,142600
2050,154000
2051,93000
2052,140000
2053,141000
2054,105000
2055,175000
2056,120000
2057,128900
2058,240000
2059,139000
2060,155000
2061,167000
2062,139000
2063,110000
2064,155000
2065,110000
2066,160000
2067,115000
2068,143000
2069,80500
2070,120000
2071,108000
2072,168000
2073,124500
2074,163000
2075,139000
2076,115000
2077,141000
2078,128900
2079,145000
2080,135750
2081,135000
2082,141000
2083,140000
2084,109500
2085,141000
2086,147000
2087,100000
2088,127000
2089,86000
2090,135000
2091,128000
2092,132000
2093,140000
2094,87000
2095,179900
2096,105000
2097,96500
2098,110000
2099,60000
2100,140000
2101,140000
2102,120000
2103,110000
2104,90000
2105,127000
2106,35311
2107,107500
2108,135750
2109,107900
2110,135000
2111,140000
2112,145000
2113,125500
2114,89500
2115,140000
2116,100000
2117,128000
2118,119500
2119,119000
2120,79000
2121,72500
2122,120000
2123,105000
2124,164000
2125,135000
2126,104900
2127,119000
2128,135000
2129,76000
2130,113000
2131,102000
2132,112000
2133,132000
2134,145000
2135,79900
2136,107400
2137,135000
2138,137500
2139,155000
2140,134500
2141,151000
2142,131500
2143,124000
2144,125000
2145,108000
2146,149700
2147,125000
2148,127000
2149,148500
2150,157000
2151,79000
2152,147000
2153,139000
2154,112000
2155,120000
2156,211000
2157,215000
2158,215000
2159,194500
2160,179540
2161,232000
2162,501837
2163,297000
2164,203000
2165,155000
2166,156000
2167,180000
2168,204750
2169,185900
2170,230000
2171,140000
2172,135000
2173,175000
2174,222500
2175,313000
2176,374000
2177,255900
2178,196500
2179,149000
2180,188000
2181,192000
2182,212900
2183,181134
2184,141000
2185,145000
2186,157000
2187,171000
2188,149500
2189,242000
2190,82000
2191,82000
2192,109500
2193,79000
2194,107500
2195,106500
2196,82000
2197,97000
2198,137000
2199,145000
2200,112000
2201,167500
2202,161000
2203,107000
2204,135000
2205,115000
2206,155000
2207,157000
2208,205000
2209,200624
2210,124000
2211,119000
2212,110000
2213,98000
2214,120000
2215,109000
2216,143000
2217,82000
2218,132000
2219,83000
2220,78000
2221,392500
2222,275000
2223,315750
2224,239900
2225,126000
2226,150000
2227,180000
2228,235128
2229,223500
2230,167500
2231,210000
2232,181000
2233,175000
2234,210000
2235,200000
2236,232000
2237,423000
2238,206300
2239,147000
2240,164000
2241,52500
2242,129900
2243,127000
2244,91000
2245,91000
2246,135000
2247,118000
2248,124500
2249,130500
2250,130000
2251,87000
2252,180000
2253,167500
2254,178000
2255,192000
2256,185900
2257,200000
2258,176000
2259,178000
2260,160000
2261,189000
2262,180000
2263,354000
2264,466500
2265,168000
2266,220000
2267,423000
2268,315000
2269,152000
2270,130500
2271,184000
2272,205000
2273,173000
2274,180000
2275,179900
2276,171500
2277,185000
2278,144000
2279,115000
2280,132000
2281,181000
2282,164000
2283,83000
2284,113000
2285,143000
2286,127000
2287,315000
2288,250000
2289,318000
2290,318000
2291,281213
2292,440000
2293,385000
2294,380000
2295,385000
2296,239000
2297,284000
2298,320000
2299,485000
2300,280000
2301,239900
2302,232000
2303,200000
2304,239799
2305,196000
2306,197000
2307,194700
2308,209500
2309,277500
2310,202500
2311,192000
2312,173900
2313,173900
2314,156932
2315,173500
2316,174000
2317,143000
2318,173900
2319,179540
2320,176485
2321,246578
2322,159895
2323,187500
2324,167500
2325,214000
2326,170000
2327,219500
2328,215000
2329,173000
2330,175000
2331,315000
2332,290000
2333,315000
2334,248000
2335,250000
2336,290000
2337,250580
2338,220000
2339,225000
2340,385000
2341,225000
2342,214000
2343,179600
2344,250000
2345,239799
2346,181134
2347,181134
2348,212000
2349,155835
2350,255000
2351,232000
2352,320000
2353,317000
2354,147000
2355,141000
2356,159000
2357,191000
2358,204750
2359,120000
2360,112500
2361,129000
2362,190000
2363,156000
2364,145000
2365,207000
2366,179900
2367,130000
2368,208900
2369,209500
2370,179400
2371,177500
2372,179000
2373,214000
2374,255900
2375,270000
2376,244000
2377,244000
2378,126500
2379,250000
2380,135000
2381,167000
2382,180000
2383,213000
2384,269790
2385,160000
2386,160000
2387,139000
2388,101800
2389,127000
2390,141000
2391,129000
2392,106500
2393,140000
2394,140000
2395,195000
2396,139000
2397,121500
2398,119900
2399,52500
2400,60000
2401,125000
2402,135000
2403,124000
2404,170000
2405,168500
2406,224000
2407,135000
2408,132500
2409,60000
2410,165500
2411,114500
2412,165000
2413,148000
2414,135000
2415,135000
2416,105500
2417,124000
2418,154000
2419,138000
2420,119000
2421,141000
2422,120000
2423,115000
2424,144500
2425,189000
2426,110000
2427,135000
2428,140000
2429,110000
2430,142000
2431,135000
2432,135000
2433,139000
2434,139000
2435,170000
2436,98300
2437,115000
2438,123000
2439,100000
2440,105000
2441,119000
2442,119750
2443,109900
2444,127000
2445,79000
2446,87000
2447,157500
2448,177000
2449,98000
2450,175900
2451,110000
2452,159500
2453,84900
2454,112000
2455,105000
2456,119000
2457,127000
2458,105000
2459,87000
2460,132500
2461,91500
2462,154900
2463,119000
2464,200000
2465,102776
2466,100000
2467,135000
2468,79000
2469,67000
2470,235000
2471,135000
2472,159500
2473,106000
2474,135000
2475,167500
2476,125500
2477,134500
2478,143000
2479,94750
2480,175000
2481,138800
2482,147000
2483,122000
2484,112500
2485,130250
2486,155000
2487,256000
2488,135000
2489,230000
2490,124000
2491,109500
2492,207500
2493,108000
2494,143000
2495,135000
2496,243000
2497,158000
2498,110000
2499,84900
2500,119500
2501,119000
2502,135000
2503,128000
2504,235000
2505,215000
2506,248900
2507,415298
2508,248900
2509,212900
2510,179600
2511,176000
2512,227875
2513,204750
2514,260000
2515,145000
2516,155000
2517,126000
2518,144000
2519,237000
2520,212000
2521,181000
2522,204000
2523,142500
2524,132500
2525,148000
2526,122000
2527,112500
2528,125000
2529,129000
2530,129000
2531,205000
2532,226000
2533,190000
2534,232000
2535,237000
2536,205000
2537,181000
2538,173900
2539,184900
2540,176432
2541,173900
2542,173900
2543,137000
2544,124000
2545,115000
2546,140000
2547,146800
2548,142953
2549,173900
2550,184750
2551,148000
2552,129000
2553,82000
2554,118000
2555,130000
2556,110000
2557,110000
2558,200000
2559,109900
2560,128000
2561,116900
2562,165000
2563,125000
2564,162900
2565,135000
2566,137450
2567,90000
2568,176000
2569,180000
2570,124000
2571,136905
2572,170000
2573,185000
2574,215000
2575,110000
2576,115000
2577,127000
2578,87000
2579,60000
2580,160000
2581,129000
2582,125500
2583,235000
2584,176000
2585,192000
2586,199900
2587,179200
2588,117500
2589,129000
2590,175000
2591,242000
2592,240000
2593,265900
2594,178000
2595,220000
2596,301500
2597,185750
2598,260000
2599,320000
2600,139600
2601,144000
2602,88000
2603,91000
2604,88000
2605,88000
2606,165500
2607,134000
2608,256000
2609,155000
2610,133900
2611,157900
2612,157000
2613,124500
2614,130000
2615,140000
2616,155000
2617,197900
2618,186700
2619,174000
2620,185000
2621,188000
2622,188000
2623,253000
2624,240000
2625,275000
2626,173000
2627,170000
2628,424870
2629,438780
2630,325000
2631,437154
2632,342643
2633,277500
2634,315000
2635,156000
2636,199900
2637,187500
2638,226000
2639,170000
2640,160000
2641,112500
2642,164000
2643,83000
2644,122500
2645,83000
2646,89500
2647,118000
2648,127500
2649,135000
2650,148500
2651,148500
2652,437154
2653,232000
2654,240000
2655,385000
2656,280000
2657,290000
2658,230500
2659,325000
2660,305000
2661,374000
2662,315000
2663,326000
2664,319900
2665,230000
2666,266000
2667,163990
2668,155835
2669,169990
2670,309000
2671,173900
2672,160200
2673,178740
2674,234000
2675,167240
2676,195000
2677,173000
2678,233000
2679,255000
2680,348000
2681,315000
2682,290000
2683,301000
2684,290000
2685,301000
2686,253000
2687,262000
2688,212900
2689,194000
2690,556581
2691,197000
2692,141000
2693,202500
2694,142500
2695,176000
2696,180000
2697,204750
2698,178000
2699,179200
2700,153900
2701,185000
2702,132500
2703,126000
2704,165000
2705,128500
2706,120000
2707,131000
2708,122000
2709,88000
2710,125500
2711,274970
2712,341000
2713,196000
2714,147400
2715,168500
2716,148800
2717,197000
2718,232000
2719,160000
2720,140000
2721,129000
2722,201800
2723,135000
2724,123000
2725,129500
2726,174900
2727,125000
2728,130000
2729,140000
2730,135000
2731,100000
2732,109000
2733,167000
2734,144000
2735,135000
2736,144000
2737,137000
2738,143000
2739,165000
2740,115000
2741,139000
2742,163000
2743,177000
2744,147000
2745,135000
2746,134500
2747,140000
2748,109500
2749,137000
2750,124000
2751,144000
2752,160000
2753,224000
2754,168000
2755,116000
2756,110000
2757,76000
2758,68500
2759,140000
2760,108000
2761,165000
2762,145250
2763,180000
2764,140000
2765,274970
2766,140000
2767,93500
2768,141000
2769,135000
2770,132500
2771,127000
2772,127000
2773,240000
2774,140000
2775,149000
2776,100000
2777,157000
2778,116900
2779,122500
2780,113000
2781,91000
2782,115000
2783,125500
2784,132500
2785,159500
2786,89000
2787,110000
2788,58500
2789,137000
2790,93000
2791,122900
2792,67000
2793,140000
2794,105000
2795,127000
2796,96500
2797,143000
2798,112000
2799,125500
2800,67000
2801,106500
2802,135000
2803,143000
2804,115000
2805,119000
2806,91000
2807,119500
2808,154000
2809,140000
2810,142000
2811,124000
2812,156000
2813,171000
2814,142600
2815,115000
2816,170000
2817,147000
2818,129900
2819,165000
2820,144000
2821,100000
2822,90000
2823,189000
2824,170000
2825,160000
2826,135000
2827,140000
2828,260000
2829,206300
2830,233230
2831,194000
2832,260000
2833,282922
2834,213500
2835,232000
2836,197000
2837,82500
2838,144000
2839,178000
2840,192000
2841,193000
2842,190000
2843,158000
2844,145000
2845,127000
2846,193000
2847,193000
2848,170000
2849,195000
2850,248000
2851,199900
2852,226000
2853,274300
2854,136500
2855,226000
2856,226700
2857,186500
2858,185000
2859,170000
2860,127500
2861,107000
2862,183000
2863,112000
2864,200000
2865,140000
2866,130000
2867,100000
2868,112000
2869,149000
2870,160000
2871,85000
2872,60000
2873,112000
2874,139000
2875,112000
2876,155000
2877,128000
2878,144000
2879,143000
2880,105000
2881,144000
2882,144000
2883,129900
2884,230000
2885,168000
2886,131500
2887,108000
2888,131000
2889,86000
2890,86000
2891,131500
2892,72500
2893,93000
2894,37900
2895,235000
2896,235000
2897,175000
2898,136905
2899,232600
2900,162500
2901,256000
2902,180000
2903,360000
2904,319000
2905,135000
2906,206300
2907,115000
2908,130000
2909,124000
2910,92000
2911,88000
2912,141000
2913,88000
2914,75000
2915,88000
2916,88000
2917,235000
2918,93500
2919,250000
