Id,SalePrice
1740,39300
1741,39300
1742,39300
1743,39300
1744,39300
1745,39300
1746,39300
1747,39300
1748,39300
1749,39300
1750,39300
1751,39300
1752,39300
1753,39300
1754,39300
1755,39300
1756,39300
1757,39300
1758,39300
1759,39300
1760,39300
1761,39300
1762,39300
1763,39300
1764,39300
1765,39300
1766,39300
1767,39300
1768,39300
1769,39300
1770,39300
1771,39300
1772,39300
1773,39300
1774,39300
1775,39300
1776,39300
1777,39300
1778,39300
1779,39300
1780,39300
1781,39300
1782,39300
1783,39300
1784,39300
1785,39300
1786,39300
1787,39300
1788,39300
1789,39300
1790,39300
1791,39300
1792,39300
1793,39300
1794,39300
1795,39300
1796,39300
1797,39300
1798,39300
1799,39300
1800,39300
1801,39300
1802,39300
1803,39300
1804,39300
1805,39300
1806,39300
1807,39300
1808,39300
1809,39300
1810,39300
1811,39300
1812,39300
1813,39300
1814,39300
1815,39300
1816,39300
1817,39300
1818,39300
1819,39300
1820,39300
1821,39300
1822,39300
1823,39300
1824,39300
1825,39300
1826,39300
1827,39300
1828,39300
1829,39300
1830,39300
1831,39300
1832,39300
1833,39300
1834,39300
1835,39300
1836,39300
1837,39300
1838,39300
1839,39300
1840,39300
1841,39300
1842,39300
1843,39300
1844,39300
1845,39300
1846,39300
1847,39300
1848,39300
1849,39300
1850,39300
1851,39300
1852,39300
1853,39300
1854,39300
1855,39300
1856,39300
1857,39300
1858,39300
1859,39300
1860,39300
1861,39300
1862,39300
1863,39300
1864,39300
1865,39300
1866,39300
1867,39300
1868,39300
1869,39300
1870,39300
1871,39300
1872,39300
1873,39300
1874,39300
1875,39300
1876,39300
1877,39300
1878,39300
1879,39300
1880,39300
1881,39300
1882,39300
1883,39300
1884,39300
1885,39300
1886,39300
1887,39300
1888,39300
1889,39300
1890,39300
1891,39300
1892,39300
1893,39300
1894,39300
1895,39300
1896,39300
1897,39300
1898,39300
1899,39300
1900,39300
1901,39300
1902,39300
1903,39300
1904,39300
1905,39300
1906,39300
1907,39300
1908,39300
1909,39300
1910,39300
1911,39300
1912,39300
1913,39300
1914,39300
1915,39300
1916,39300
1917,39300
1918,39300
1919,39300
1920,39300
1921,39300
1922,39300
1923,39300
1924,39300
1925,39300
1926,39300
1927,39300
1928,39300
1929,39300
1930,39300
1931,39300
1932,39300
1933,39300
1934,39300
1935,39300
1936,39300
1937,39300
1938,39300
1939,39300
1940,39300
1941,39300
1942,39300
1943,39300
1944,39300
1945,39300
1946,39300
1947,39300
1948,39300
1949,39300
1950,39300
1951,39300
1952,39300
1953,39300
1954,39300
1955,39300
1956,39300
1957,39300
1958,39300
1959,39300
1960,39300
1961,39300
1962,39300
1963,39300
1964,39300
1965,39300
1966,39300
1967,39300
1968,39300
1969,39300
1970,39300
1971,39300
1972,39300
1973,39300
1974,39300
1975,39300
1976,39300
1977,39300
1978,39300
1979,39300
1980,39300
1981,39300
1982,39300
1983,39300
1984,39300
1985,39300
1986,39300
1987,39300
1988,39300
1989,39300
1990,39300
1991,39300
1992,39300
1993,39300
1994,39300
1995,39300
1996,39300
1997,39300
1998,39300
1999,39300
2000,39300
2001,39300
2002,39300
2003,39300
2004,39300
2005,39300
2006,39300
2007,39300
2008,39300
2009,39300
2010,39300
2011,39300
2012,39300
2013,39300
2014,39300
2015,39300
2016,39300
2017,39300
2018,39300
2019,39300
2020,39300
2021,39300
2022,39300
2023,39300
2024,39300
2025,39300
2026,39300
2027,39300
2028,39300
2029,39300
2030,39300
2031,39300
2032,39300
2033,39300
2034,39300
2035,39300
2036,39300
2037,39300
2038,39300
2039,39300
2040,39300
2041,39300
2042,39300
2043,39300
2044,39300
2045,39300
2046,39300
2047,39300
2048,39300
2049,39300
2050,39300
2051,39300
2052,39300
2053,39300
2054,39300
2055,39300
2056,39300
2057,39300
2058,39300
2059,39300
2060,39300
2061,39300
2062,39300
2063,39300
2064,39300
2065,39300
2066,39300
2067,39300
2068,39300
2069,39300
2070,39300
2071,39300
2072,39300
2073,39300
2074,39300
2075,39300
2076,39300
2077,39300
2078,39300
2079,39300
2080,39300
2081,39300
2082,39300
2083,39300
2084,39300
2085,39300
2086,39300
2087,39300
2088,39300
2089,39300
2090,39300
2091,39300
2092,39300
2093,39300
2094,39300
2095,39300
2096,39300
2097,39300
2098,39300
2099,39300
2100,39300
2101,39300
2102,39300
2103,39300
2104,39300
2105,39300
2106,39300
2107,39300
2108,39300
2109,39300
2110,39300
2111,39300
2112,39300
2113,39300
2114,39300
2115,39300
2116,39300
2117,39300
2118,39300
2119,39300
2120,39300
2121,39300
2122,39300
2123,39300
2124,39300
2125,39300
2126,39300
2127,39300
2128,39300
2129,39300
2130,39300
2131,39300
2132,39300
2133,39300
2134,39300
2135,39300
2136,39300
2137,39300
2138,39300
2139,39300
2140,39300
2141,39300
2142,39300
2143,39300
2144,39300
2145,39300
2146,39300
2147,39300
2148,39300
2149,39300
2150,39300
2151,39300
2152,39300
2153,39300
2154,39300
2155,39300
2156,39300
2157,39300
2158,39300
2159,39300
2160,39300
2161,39300
2162,39300
2163,39300
2164,39300
2165,39300
2166,39300
2167,39300
2168,39300
2169,39300
2170,39300
2171,39300
2172,39300
2173,39300
2174,39300
2175,39300
2176,39300
2177,39300
2178,39300
2179,39300
2180,39300
2181,39300
2182,39300
2183,39300
2184,39300
2185,39300
2186,39300
2187,39300
2188,39300
2189,39300
2190,39300
2191,39300
2192,39300
2193,39300
2194,39300
2195,39300
2196,39300
2197,39300
2198,39300
2199,39300
2200,39300
2201,39300
2202,39300
2203,39300
2204,39300
2205,39300
2206,39300
2207,39300
2208,39300
2209,39300
2210,39300
2211,39300
2212,39300
2213,39300
2214,39300
2215,39300
2216,39300
2217,39300
2218,39300
2219,39300
2220,39300
2221,39300
2222,39300
2223,39300
2224,39300
2225,39300
2226,39300
2227,39300
2228,39300
2229,39300
2230,39300
2231,39300
2232,39300
2233,39300
2234,39300
2235,39300
2236,39300
2237,39300
2238,39300
2239,39300
2240,39300
2241,39300
2242,39300
2243,39300
2244,39300
2245,39300
2246,39300
2247,39300
2248,39300
2249,39300
2250,39300
2251,39300
2252,39300
2253,39300
2254,39300
2255,39300
2256,39300
2257,39300
2258,39300
2259,39300
2260,39300
2261,39300
2262,39300
2263,39300
2264,39300
2265,39300
2266,39300
2267,39300
2268,39300
2269,39300
2270,39300
2271,39300
2272,39300
2273,39300
2274,39300
2275,39300
2276,39300
2277,39300
2278,39300
2279,39300
2280,39300
2281,39300
2282,39300
2283,39300
2284,39300
2285,39300
2286,39300
2287,39300
2288,39300
2289,39300
2290,39300
2291,39300
2292,39300
2293,39300
2294,39300
2295,39300
2296,39300
2297,39300
2298,39300
2299,39300
2300,39300
2301,39300
2302,39300
2303,39300
2304,39300
2305,39300
2306,39300
2307,39300
2308,39300
2309,39300
2310,39300
2311,39300
2312,39300
2313,39300
2314,39300
2315,39300
2316,39300
2317,39300
2318,39300
2319,39300
2320,39300
2321,39300
2322,39300
2323,39300
2324,39300
2325,39300
2326,39300
2327,39300
2328,39300
2329,39300
2330,39300
2331,39300
2332,39300
2333,39300
2334,39300
2335,39300
2336,39300
2337,39300
2338,39300
2339,39300
2340,39300
2341,39300
2342,39300
2343,39300
2344,39300
2345,39300
2346,39300
2347,39300
2348,39300
2349,39300
2350,39300
2351,39300
2352,39300
2353,39300
2354,39300
2355,39300
2356,39300
2357,39300
2358,39300
2359,39300
2360,39300
2361,39300
2362,39300
2363,39300
2364,39300
2365,39300
2366,39300
2367,39300
2368,39300
2369,39300
2370,39300
2371,39300
2372,39300
2373,39300
2374,39300
2375,39300
2376,39300
2377,39300
2378,39300
2379,39300
2380,39300
2381,39300
2382,39300
2383,39300
2384,39300
2385,39300
2386,39300
2387,39300
2388,39300
2389,39300
2390,39300
2391,39300
2392,39300
2393,39300
2394,39300
2395,39300
2396,39300
2397,39300
2398,39300
2399,39300
2400,39300
2401,39300
2402,39300
2403,39300
2404,39300
2405,39300
2406,39300
2407,39300
2408,39300
2409,39300
2410,39300
2411,39300
2412,39300
2413,39300
2414,39300
2415,39300
2416,39300
2417,39300
2418,39300
2419,39300
2420,39300
2421,39300
2422,39300
2423,39300
2424,39300
2425,39300
2426,39300
2427,39300
2428,39300
2429,39300
2430,39300
2431,39300
2432,39300
2433,39300
2434,39300
2435,39300
2436,39300
2437,39300
2438,39300
2439,39300
2440,39300
2441,39300
2442,39300
2443,39300
2444,39300
2445,39300
2446,39300
2447,39300
2448,39300
2449,39300
2450,39300
2451,39300
2452,39300
2453,39300
2454,39300
2455,39300
2456,39300
2457,39300
2458,39300
2459,39300
2460,39300
2461,39300
2462,39300
2463,39300
2464,39300
2465,39300
2466,39300
2467,39300
2468,39300
2469,39300
2470,39300
2471,39300
2472,39300
2473,39300
2474,39300
2475,39300
2476,39300
2477,39300
2478,39300
2479,39300
2480,39300
2481,39300
2482,39300
2483,39300
2484,39300
2485,39300
2486,39300
2487,39300
2488,39300
2489,39300
2490,39300
2491,39300
2492,39300
2493,39300
2494,39300
2495,39300
2496,39300
2497,39300
2498,39300
2499,39300
2500,39300
2501,39300
2502,39300
2503,39300
2504,39300
2505,39300
2506,39300
2507,39300
2508,39300
2509,39300
2510,39300
2511,39300
2512,39300
2513,39300
2514,39300
2515,39300
2516,39300
2517,39300
2518,39300
2519,39300
2520,39300
2521,39300
2522,39300
2523,39300
2524,39300
2525,39300
2526,39300
2527,39300
2528,39300
2529,39300
2530,39300
2531,39300
2532,39300
2533,39300
2534,39300
2535,39300
2536,39300
2537,39300
2538,39300
2539,39300
2540,39300
2541,39300
2542,39300
2543,39300
2544,39300
2545,39300
2546,39300
2547,39300
2548,39300
2549,39300
2550,39300
2551,39300
2552,39300
2553,39300
2554,39300
2555,39300
2556,39300
2557,39300
2558,39300
2559,39300
2560,39300
2561,39300
2562,39300
2563,39300
2564,39300
2565,39300
2566,39300
2567,39300
2568,39300
2569,39300
2570,39300
2571,39300
2572,39300
2573,39300
2574,39300
2575,39300
2576,39300
2577,39300
2578,39300
2579,39300
2580,39300
2581,39300
2582,39300
2583,39300
2584,39300
2585,39300
2586,39300
2587,39300
2588,39300
2589,39300
2590,39300
2591,39300
2592,39300
2593,39300
2594,39300
2595,39300
2596,39300
2597,39300
2598,39300
2599,39300
2600,39300
2601,39300
2602,39300
2603,39300
2604,39300
2605,39300
2606,39300
2607,39300
2608,39300
2609,39300
2610,39300
2611,39300
2612,39300
2613,39300
2614,39300
2615,39300
2616,39300
2617,39300
2618,39300
2619,39300
2620,39300
2621,39300
2622,39300
2623,39300
2624,39300
2625,39300
2626,39300
2627,39300
2628,39300
2629,39300
2630,39300
2631,39300
2632,39300
2633,39300
2634,39300
2635,39300
2636,39300
2637,39300
2638,39300
2639,39300
2640,39300
2641,39300
2642,39300
2643,39300
2644,39300
2645,39300
2646,39300
2647,39300
2648,39300
2649,39300
2650,39300
2651,39300
2652,39300
2653,39300
2654,39300
2655,39300
2656,39300
2657,39300
2658,39300
2659,39300
2660,39300
2661,39300
2662,39300
2663,39300
2664,39300
2665,39300
2666,39300
2667,39300
2668,39300
2669,39300
2670,39300
2671,39300
2672,39300
2673,39300
2674,39300
2675,39300
2676,39300
2677,39300
2678,39300
2679,39300
2680,39300
2681,39300
2682,39300
2683,39300
2684,39300
2685,39300
2686,39300
2687,39300
2688,39300
2689,39300
2690,39300
2691,39300
2692,39300
2693,39300
2694,39300
2695,39300
2696,39300
2697,39300
2698,39300
2699,39300
2700,39300
2701,39300
2702,39300
2703,39300
2704,39300
2705,39300
2706,39300
2707,39300
2708,39300
2709,39300
2710,39300
2711,39300
2712,39300
2713,39300
2714,39300
2715,39300
2716,39300
2717,39300
2718,39300
2719,39300
2720,39300
2721,39300
2722,39300
2723,39300
2724,39300
2725,39300
2726,39300
2727,39300
2728,39300
2729,39300
2730,39300
2731,39300
2732,39300
2733,39300
2734,39300
2735,39300
2736,39300
2737,39300
2738,39300
2739,39300
2740,39300
2741,39300
2742,39300
2743,39300
2744,39300
2745,39300
2746,39300
2747,39300
2748,39300
2749,39300
2750,39300
2751,39300
2752,39300
2753,39300
2754,39300
2755,39300
2756,39300
2757,39300
2758,39300
2759,39300
2760,39300
2761,39300
2762,39300
2763,39300
2764,39300
2765,39300
2766,39300
2767,39300
2768,39300
2769,39300
2770,39300
2771,39300
2772,39300
2773,39300
2774,39300
2775,39300
2776,39300
2777,39300
2778,39300
2779,39300
2780,39300
2781,39300
2782,39300
2783,39300
2784,39300
2785,39300
2786,39300
2787,39300
2788,39300
2789,39300
2790,39300
2791,39300
2792,39300
2793,39300
2794,39300
2795,39300
2796,39300
2797,39300
2798,39300
2799,39300
2800,39300
2801,39300
2802,39300
2803,39300
2804,39300
2805,39300
2806,39300
2807,39300
2808,39300
2809,39300
2810,39300
2811,39300
2812,39300
2813,39300
2814,39300
2815,39300
2816,39300
2817,39300
2818,39300
2819,39300
2820,39300
2821,39300
2822,39300
2823,39300
2824,39300
2825,39300
2826,39300
2827,39300
2828,39300
2829,39300
2830,39300
2831,39300
2832,39300
2833,39300
2834,39300
2835,39300
2836,39300
2837,39300
2838,39300
2839,39300
2840,39300
2841,39300
2842,39300
2843,39300
2844,39300
2845,39300
2846,39300
2847,39300
2848,39300
2849,39300
2850,39300
2851,39300
2852,39300
2853,39300
2854,39300
2855,39300
2856,39300
2857,39300
2858,39300
2859,39300
2860,39300
2861,39300
2862,39300
2863,39300
2864,39300
2865,39300
2866,39300
2867,39300
2868,39300
2869,39300
2870,39300
2871,39300
2872,39300
2873,39300
2874,39300
2875,39300
2876,39300
2877,39300
2878,39300
2879,39300
2880,39300
2881,39300
2882,39300
2883,39300
2884,39300
2885,39300
2886,39300
2887,39300
2888,39300
2889,39300
2890,39300
2891,39300
2892,39300
2893,39300
2894,39300
2895,39300
2896,39300
2897,39300
2898,39300
2899,39300
2900,39300
2901,39300
2902,39300
2903,39300
2904,39300
2905,39300
2906,39300
2907,39300
2908,39300
2909,39300
2910,39300
2911,39300
2912,39300
2913,39300
2914,39300
2915,39300
2916,39300
2917,39300
2918,39300
2919,39300
